,AssignmentId,WorkerId,HITId,AssignmentStatus,SubmitTime,id,selected_images_q1,selected_images_q2,score_fooling_ai_1,score_fooling_ai_2,cue1,cue2,candidates
102,3LRKMWOKB63MBIKSLMRSP6SA4E12Z1,A382S0KJMW3K9S,3TZ0XG8CBU6G5M6A731SXP7SR3A98B,Submitted,2022-05-23 03:58:24+03:00,random_10_12_candidates_1648,"['comb.jpg', 'willow.jpg', 'tee.jpg']","['willow.jpg', 'tee.jpg']",80,100,comb,nose,"['comb.jpg', 'willow.jpg', 'blower.jpg', 'lung.jpg', 'chip.jpg', 'jellyfish.jpg', 'alarm.jpg', 'mitten.jpg', 'tee.jpg', 'bacteria.jpg']"
103,3PWWM24LHTK7RMJ5CWRFCMV656682G,A1HKYY6XI2OHO1,3TZ0XG8CBU6G5M6A731SXP7SR3A98B,Submitted,2022-05-23 07:09:05+03:00,random_10_12_candidates_1648,"['chip.jpg', 'tee.jpg']","['lung.jpg', 'jellyfish.jpg']",67,100,logo,glow,"['comb.jpg', 'willow.jpg', 'blower.jpg', 'lung.jpg', 'chip.jpg', 'jellyfish.jpg', 'alarm.jpg', 'mitten.jpg', 'tee.jpg', 'bacteria.jpg']"
104,3IFS6Q0HJJ5TLRCGFXICGT2O60OISN,A2QX3YJXAAHHVV,3TZ0XG8CBU6G5M6A731SXP7SR3A98B,Submitted,2022-05-23 22:31:56+03:00,random_10_12_candidates_1648,"['willow.jpg', 'jellyfish.jpg', 'bacteria.jpg']","['comb.jpg', 'willow.jpg', 'tee.jpg']",50,80,tendril,salon,"['comb.jpg', 'willow.jpg', 'blower.jpg', 'lung.jpg', 'chip.jpg', 'jellyfish.jpg', 'alarm.jpg', 'mitten.jpg', 'tee.jpg', 'bacteria.jpg']"
105,3VAR3R6G1QNLYT8AZUPCJZY96AOO8M,A382S0KJMW3K9S,3MJ9GGZYO3SJOQEQJS6RJT59BL02AG,Submitted,2022-05-23 03:27:11+03:00,random_10_12_candidates_1682,"['campfire.jpg', 'family.jpg', 'swimming.jpg']","['tie.jpg', 'salesman.jpg']",80,67,child,tie,"['campfire.jpg', 'family.jpg', 'dish.jpg', 'tie.jpg', 'swimming.jpg', 'salesman.jpg', 'shore.jpg', 'mare.jpg', 'leopard.jpg', 'asphalt.jpg', 'cross.jpg', 'burn.jpg']"
106,3KOPY89HM9OLWLB7702BKM9CRUSJ3C,A1HKYY6XI2OHO1,3MJ9GGZYO3SJOQEQJS6RJT59BL02AG,Submitted,2022-05-23 05:40:31+03:00,random_10_12_candidates_1682,"['tie.jpg', 'cross.jpg']","['tie.jpg', 'salesman.jpg']",100,67,testify,necknoose,"['campfire.jpg', 'family.jpg', 'dish.jpg', 'tie.jpg', 'swimming.jpg', 'salesman.jpg', 'shore.jpg', 'mare.jpg', 'leopard.jpg', 'asphalt.jpg', 'cross.jpg', 'burn.jpg']"
107,345LHZDEDYEUA1M1JZ6PROIN8EP3UZ,A16184N1RO5OJV,3MJ9GGZYO3SJOQEQJS6RJT59BL02AG,Submitted,2022-05-23 20:53:45+03:00,random_10_12_candidates_1682,"['campfire.jpg', 'shore.jpg']","['tie.jpg', 'salesman.jpg']",67,0,vacation,professional,"['campfire.jpg', 'family.jpg', 'dish.jpg', 'tie.jpg', 'swimming.jpg', 'salesman.jpg', 'shore.jpg', 'mare.jpg', 'leopard.jpg', 'asphalt.jpg', 'cross.jpg', 'burn.jpg']"
108,3G5W44VEU84H1HTDK0974VYYAOPGK8,A382S0KJMW3K9S,3SBNLSTU6UR7S8KES967W5NMHXVZDM,Submitted,2022-05-23 02:13:12+03:00,random_10_12_candidates_1555,"['butterfly.jpg', 'bouquet.jpg']","['mail.jpg', 'writer.jpg']",100,67,pollen,message,"['thorn.jpg', 'mail.jpg', 'oatmeal.jpg', 'sheep.jpg', 'pint.jpg', 'propeller.jpg', 'butterfly.jpg', 'bouquet.jpg', 'writer.jpg', 'wing.jpg']"
109,3QECW5O0KINIO3UGXD481PU53S8T5F,A1HKYY6XI2OHO1,3SBNLSTU6UR7S8KES967W5NMHXVZDM,Submitted,2022-05-23 05:10:39+03:00,random_10_12_candidates_1555,"['butterfly.jpg', 'wing.jpg']","['sheep.jpg', 'pint.jpg']",0,67,flutter,scotland,"['thorn.jpg', 'mail.jpg', 'oatmeal.jpg', 'sheep.jpg', 'pint.jpg', 'propeller.jpg', 'butterfly.jpg', 'bouquet.jpg', 'writer.jpg', 'wing.jpg']"
110,358010RM5FF63EIF8ENIUQ9ATI5XVS,A2QX3YJXAAHHVV,3SBNLSTU6UR7S8KES967W5NMHXVZDM,Submitted,2022-05-23 23:52:23+03:00,random_10_12_candidates_1555,"['thorn.jpg', 'writer.jpg']","['thorn.jpg', 'butterfly.jpg', 'bouquet.jpg']",67,50,prick,pollinate,"['thorn.jpg', 'mail.jpg', 'oatmeal.jpg', 'sheep.jpg', 'pint.jpg', 'propeller.jpg', 'butterfly.jpg', 'bouquet.jpg', 'writer.jpg', 'wing.jpg']"
111,3M0NZ3JDP2KEAF3F35TQNDVMOOOZ5V,A2QX3YJXAAHHVV,3MXX6RQ9EVR0E8ZFCP7C23R2ULW4PU,Submitted,2022-05-23 02:33:34+03:00,random_10_12_candidates_1859,"['orchestra.jpg', 'band.jpg']","['journalist.jpg', 'band.jpg']",67,67,perform,paparazzi,"['hair.jpg', 'pajamas.jpg', 'outfit.jpg', 'ranch.jpg', 'journalist.jpg', 'den.jpg', 'sink.jpg', 'caramel.jpg', 'orchestra.jpg', 'rock.jpg', 'walking.jpg', 'band.jpg']"
112,3QJOXOW4XKDE7RXPZHWZJ55QMDBME8,A1HKYY6XI2OHO1,3MXX6RQ9EVR0E8ZFCP7C23R2ULW4PU,Submitted,2022-05-23 05:12:03+03:00,random_10_12_candidates_1859,"['ranch.jpg', 'walking.jpg']","['ranch.jpg', 'caramel.jpg']",0,67,valley,drizzle,"['hair.jpg', 'pajamas.jpg', 'outfit.jpg', 'ranch.jpg', 'journalist.jpg', 'den.jpg', 'sink.jpg', 'caramel.jpg', 'orchestra.jpg', 'rock.jpg', 'walking.jpg', 'band.jpg']"
113,3N1FSUEFL6MTBVUJXILJRT650C0D4Q,A382S0KJMW3K9S,3MXX6RQ9EVR0E8ZFCP7C23R2ULW4PU,Submitted,2022-05-23 13:31:26+03:00,random_10_12_candidates_1859,"['journalist.jpg', 'band.jpg']","['outfit.jpg', 'journalist.jpg', 'den.jpg', 'walking.jpg']",100,86,male,outside,"['hair.jpg', 'pajamas.jpg', 'outfit.jpg', 'ranch.jpg', 'journalist.jpg', 'den.jpg', 'sink.jpg', 'caramel.jpg', 'orchestra.jpg', 'rock.jpg', 'walking.jpg', 'band.jpg']"
114,3JV9LGBJWU00R8ESIS10BCF7UTZOG0,A1HKYY6XI2OHO1,3XT3KXP24ZKMC9GPIIA7Q4A44Y76I5,Submitted,2022-05-23 02:33:44+03:00,random_10_12_candidates_347,"['teller.jpg', 'bugle.jpg']","['computer.jpg', 'backspace.jpg']",100,0,oldfashion,slack,"['computer.jpg', 'backspace.jpg', 'dial.jpg', 'thyme.jpg', 'tuna.jpg', 'hash.jpg', 'teller.jpg', 'salsa.jpg', 'racket.jpg', 'bugle.jpg']"
115,37WLF8U1WQCF4O478N0LS4L9GAT6K3,A382S0KJMW3K9S,3XT3KXP24ZKMC9GPIIA7Q4A44Y76I5,Submitted,2022-05-23 05:12:30+03:00,random_10_12_candidates_347,"['computer.jpg', 'backspace.jpg']","['computer.jpg', 'backspace.jpg']",67,67,typing,delete,"['computer.jpg', 'backspace.jpg', 'dial.jpg', 'thyme.jpg', 'tuna.jpg', 'hash.jpg', 'teller.jpg', 'salsa.jpg', 'racket.jpg', 'bugle.jpg']"
116,3X0H8UUIT2ABMMWL4EMRHKBWLCCSWW,A2QX3YJXAAHHVV,3XT3KXP24ZKMC9GPIIA7Q4A44Y76I5,Submitted,2022-05-24 00:28:52+03:00,random_10_12_candidates_347,"['racket.jpg', 'bugle.jpg']","['thyme.jpg', 'racket.jpg', 'bugle.jpg']",100,50,hold,item,"['computer.jpg', 'backspace.jpg', 'dial.jpg', 'thyme.jpg', 'tuna.jpg', 'hash.jpg', 'teller.jpg', 'salsa.jpg', 'racket.jpg', 'bugle.jpg']"
117,31Q0U3WYDQ1W2NWQJNZVT3P62FA71X,A3RTW9UWYKSNWX,3G4VVJO6PZ2LSAOIXHUS9KGYR7LPK4,Submitted,2022-05-23 04:06:48+03:00,random_10_12_candidates_1048,"['scalp.jpg', 'wool.jpg']","['parsley.jpg', 'store.jpg']",0,67,swirl,fresh,"['inn.jpg', 'scalp.jpg', 'sneeze.jpg', 'cloth.jpg', 'wool.jpg', 'shelter.jpg', 'mane.jpg', 'parsley.jpg', 'track.jpg', 'store.jpg', 'secretary.jpg', 'corridor.jpg']"
118,37M28K1J0RZLG6ASGFHL7UNIX5PAJ6,A1HKYY6XI2OHO1,3G4VVJO6PZ2LSAOIXHUS9KGYR7LPK4,Submitted,2022-05-23 06:39:25+03:00,random_10_12_candidates_1048,"['mane.jpg', 'track.jpg']","['mane.jpg', 'track.jpg']",100,100,strenuous,endorsements,"['inn.jpg', 'scalp.jpg', 'sneeze.jpg', 'cloth.jpg', 'wool.jpg', 'shelter.jpg', 'mane.jpg', 'parsley.jpg', 'track.jpg', 'store.jpg', 'secretary.jpg', 'corridor.jpg']"
119,3JWH6J9I9TZMI6651R99VCO5OB4NBF,A2QX3YJXAAHHVV,3G4VVJO6PZ2LSAOIXHUS9KGYR7LPK4,Submitted,2022-05-23 23:00:49+03:00,random_10_12_candidates_1048,"['scalp.jpg', 'sneeze.jpg']","['scalp.jpg', 'sneeze.jpg']",67,100,illness,curable,"['inn.jpg', 'scalp.jpg', 'sneeze.jpg', 'cloth.jpg', 'wool.jpg', 'shelter.jpg', 'mane.jpg', 'parsley.jpg', 'track.jpg', 'store.jpg', 'secretary.jpg', 'corridor.jpg']"
120,3TPWUS5F8ANVF57P7SWR2F7EZ3DWCH,A1HKYY6XI2OHO1,3FJ2RVH25ZS5J74LRMSRNYUP53I291,Submitted,2022-05-23 05:29:40+03:00,random_10_12_candidates_701,"['tar.jpg', 'axe.jpg']","['pope.jpg', 'geisha.jpg']",0,100,handles,foreign,"['doodle.jpg', 'cop.jpg', 'rhino.jpg', 'you.jpg', 'police.jpg', 'pager.jpg', 'crumb.jpg', 'tar.jpg', 'pope.jpg', 'geisha.jpg', 'soccer.jpg', 'axe.jpg']"
121,3P4RDNWND6S0MOTQS39YOSB1AE6IJW,A382S0KJMW3K9S,3FJ2RVH25ZS5J74LRMSRNYUP53I291,Submitted,2022-05-23 15:00:35+03:00,random_10_12_candidates_701,"['cop.jpg', 'police.jpg']","['cop.jpg', 'police.jpg']",100,67,gun,jail,"['doodle.jpg', 'cop.jpg', 'rhino.jpg', 'you.jpg', 'police.jpg', 'pager.jpg', 'crumb.jpg', 'tar.jpg', 'pope.jpg', 'geisha.jpg', 'soccer.jpg', 'axe.jpg']"
122,3VNXK88KKD4G2I0H5YH4ENNSMEDV94,A377LTGWJKY2IW,3FJ2RVH25ZS5J74LRMSRNYUP53I291,Submitted,2022-05-23 21:14:49+03:00,random_10_12_candidates_701,"['cop.jpg', 'rhino.jpg', 'police.jpg', 'soccer.jpg']","['cop.jpg', 'police.jpg', 'axe.jpg']",86,80,strength,weapon,"['doodle.jpg', 'cop.jpg', 'rhino.jpg', 'you.jpg', 'police.jpg', 'pager.jpg', 'crumb.jpg', 'tar.jpg', 'pope.jpg', 'geisha.jpg', 'soccer.jpg', 'axe.jpg']"
123,30JNVC0ORA6HCGMJHBBMLHM8OUWQHB,A382S0KJMW3K9S,3URJ6VVYUP9IT8NEXPUXD3MCKG04OD,Submitted,2022-05-23 03:22:54+03:00,random_10_12_candidates_557,"['tiger.jpg', 'hamster.jpg']","['tiger.jpg', 'hamster.jpg']",67,67,nose,ears,"['signature.jpg', 'plant.jpg', 'salsa.jpg', 'tiger.jpg', 'stopwatch.jpg', 'tire.jpg', 'periodic table.jpg', 'tv.jpg', 'spark.jpg', 'sand.jpg', 'hamster.jpg', 'smile.jpg']"
124,3907X2AHF1RSXEIMYDTQY8QWUG7P2I,A1HKYY6XI2OHO1,3URJ6VVYUP9IT8NEXPUXD3MCKG04OD,Submitted,2022-05-23 07:24:07+03:00,random_10_12_candidates_557,"['spark.jpg', 'smile.jpg']","['tiger.jpg', 'hamster.jpg']",67,100,reactions,pulse,"['signature.jpg', 'plant.jpg', 'salsa.jpg', 'tiger.jpg', 'stopwatch.jpg', 'tire.jpg', 'periodic table.jpg', 'tv.jpg', 'spark.jpg', 'sand.jpg', 'hamster.jpg', 'smile.jpg']"
125,3HPZF4IVNNFZ4A2PMTEFNCSUAEAYCL,A2QX3YJXAAHHVV,3URJ6VVYUP9IT8NEXPUXD3MCKG04OD,Submitted,2022-05-23 18:13:23+03:00,random_10_12_candidates_557,"['signature.jpg', 'periodic table.jpg']","['stopwatch.jpg', 'tire.jpg']",100,67,ordered,speed,"['signature.jpg', 'plant.jpg', 'salsa.jpg', 'tiger.jpg', 'stopwatch.jpg', 'tire.jpg', 'periodic table.jpg', 'tv.jpg', 'spark.jpg', 'sand.jpg', 'hamster.jpg', 'smile.jpg']"
126,3B837J3LDPI6EQFZ5KCLUL3FTRDSRX,A2QX3YJXAAHHVV,3MG8450X2OWZV6TURVYUF7PWTYJUP6,Submitted,2022-05-23 02:22:11+03:00,random_10_12_candidates_1690,"['hot dog.jpg', 'bean.jpg']","['hot dog.jpg', 'bean.jpg']",67,0,cookout,grill,"['night.jpg', 'hot dog.jpg', 'clerk.jpg', 'chlorine.jpg', 'bean.jpg', 'yogurt.jpg', 'tissue.jpg', 'vacuum.jpg', 'receipt.jpg', 'kangaroo.jpg']"
127,34V1S5K3GTNVNSLG4Q9W2V7T5GB966,A1HKYY6XI2OHO1,3MG8450X2OWZV6TURVYUF7PWTYJUP6,Submitted,2022-05-23 02:41:36+03:00,random_10_12_candidates_1690,"['hot dog.jpg', 'bean.jpg']","['tissue.jpg', 'receipt.jpg']",100,67,shart,firestarter,"['night.jpg', 'hot dog.jpg', 'clerk.jpg', 'chlorine.jpg', 'bean.jpg', 'yogurt.jpg', 'tissue.jpg', 'vacuum.jpg', 'receipt.jpg', 'kangaroo.jpg']"
128,3KYQYYSHYWTXFO41G20S5RCAH30DO0,A382S0KJMW3K9S,3MG8450X2OWZV6TURVYUF7PWTYJUP6,Submitted,2022-05-23 13:33:20+03:00,random_10_12_candidates_1690,"['night.jpg', 'kangaroo.jpg']","['hot dog.jpg', 'bean.jpg', 'yogurt.jpg']",67,50,outside,edible,"['night.jpg', 'hot dog.jpg', 'clerk.jpg', 'chlorine.jpg', 'bean.jpg', 'yogurt.jpg', 'tissue.jpg', 'vacuum.jpg', 'receipt.jpg', 'kangaroo.jpg']"
129,3QJOXOW4XKDE7RXPZHWZJ55QMD6ME3,A1HKYY6XI2OHO1,34R3P23QHSNKATKB3I5QOM82SNKWH2,Submitted,2022-05-23 02:45:30+03:00,random_10_12_candidates_400,"['maid.jpg', 'thug.jpg']","['slipping.jpg', 'fight.jpg']",67,100,evil,surprise,"['slipping.jpg', 'licorice.jpg', 'fight.jpg', 'billboard.jpg', 'maid.jpg', 'thug.jpg', 'burlap.jpg', 'smartphone.jpg', 'helicopter.jpg', 'trophy.jpg', 'egg.jpg', 'cheddar.jpg']"
130,3KWTYT0871PU5QMBO42HFYKO9HX5L3,A382S0KJMW3K9S,34R3P23QHSNKATKB3I5QOM82SNKWH2,Submitted,2022-05-23 13:24:49+03:00,random_10_12_candidates_400,"['billboard.jpg', 'smartphone.jpg']","['slipping.jpg', 'maid.jpg']",67,100,talk,fingers,"['slipping.jpg', 'licorice.jpg', 'fight.jpg', 'billboard.jpg', 'maid.jpg', 'thug.jpg', 'burlap.jpg', 'smartphone.jpg', 'helicopter.jpg', 'trophy.jpg', 'egg.jpg', 'cheddar.jpg']"
131,3YW4XOSQKR7Y0Y8MWVS63V3QAVU1UQ,A16184N1RO5OJV,34R3P23QHSNKATKB3I5QOM82SNKWH2,Submitted,2022-05-23 22:11:18+03:00,random_10_12_candidates_400,"['slipping.jpg', 'fight.jpg']","['fight.jpg', 'billboard.jpg', 'maid.jpg']",100,80,hurt,jobs,"['slipping.jpg', 'licorice.jpg', 'fight.jpg', 'billboard.jpg', 'maid.jpg', 'thug.jpg', 'burlap.jpg', 'smartphone.jpg', 'helicopter.jpg', 'trophy.jpg', 'egg.jpg', 'cheddar.jpg']"
132,3LQ8PUHQFME4VIY0436DCFVMXKDIHY,A382S0KJMW3K9S,33Q5P9PUSP8XNGE0SDBWCZ54WXJZCM,Submitted,2022-05-23 02:35:12+03:00,random_10_12_candidates_142,"['dog.jpg', 'bunny.jpg']","['sand.jpg', 'lane.jpg']",67,67,mammal,sky,"['sand.jpg', 'square.jpg', 'tent.jpg', 'alligator.jpg', 'lung.jpg', 'blueberry.jpg', 'belt.jpg', 'dog.jpg', 'lane.jpg', 'bunny.jpg']"
133,30MVJZJNHNZ7BN0NO93LBZCYRM19JI,A1HKYY6XI2OHO1,33Q5P9PUSP8XNGE0SDBWCZ54WXJZCM,Submitted,2022-05-23 05:16:02+03:00,random_10_12_candidates_142,"['dog.jpg', 'bunny.jpg']","['sand.jpg', 'alligator.jpg']",0,0,adopt,florida,"['sand.jpg', 'square.jpg', 'tent.jpg', 'alligator.jpg', 'lung.jpg', 'blueberry.jpg', 'belt.jpg', 'dog.jpg', 'lane.jpg', 'bunny.jpg']"
134,3SKEMFQBZ4R282NV12XJCIH0MA38KL,A2QX3YJXAAHHVV,33Q5P9PUSP8XNGE0SDBWCZ54WXJZCM,Submitted,2022-05-23 22:17:14+03:00,random_10_12_candidates_142,"['belt.jpg', 'dog.jpg']","['sand.jpg', 'lane.jpg']",100,0,train,coarse,"['sand.jpg', 'square.jpg', 'tent.jpg', 'alligator.jpg', 'lung.jpg', 'blueberry.jpg', 'belt.jpg', 'dog.jpg', 'lane.jpg', 'bunny.jpg']"
135,3YOH7BII0AT0JEJ89V8T4W18X4VVKW,A1HKYY6XI2OHO1,3QI9WAYOGQXB6NJLNU4LU6GRDW8S6I,Submitted,2022-05-23 07:33:28+03:00,random_10_12_candidates_1907,"['currency.jpg', 'porch.jpg']","['pilot.jpg', 'mill.jpg']",67,67,estate,gusts,"['pilot.jpg', 'currency.jpg', 'mill.jpg', 'bridge.jpg', 'tear.jpg', 'boa.jpg', 'porch.jpg', 'drip.jpg', 'manager.jpg', 'spasm.jpg', 'feed.jpg', 'bald.jpg']"
136,3NG53N1RLW53JTKBEU2R8Z3ZGKTP8N,A2QX3YJXAAHHVV,3QI9WAYOGQXB6NJLNU4LU6GRDW8S6I,Submitted,2022-05-23 23:39:26+03:00,random_10_12_candidates_1907,"['pilot.jpg', 'manager.jpg']","['pilot.jpg', 'bridge.jpg', 'manager.jpg']",67,80,enthusiasm,excitement,"['pilot.jpg', 'currency.jpg', 'mill.jpg', 'bridge.jpg', 'tear.jpg', 'boa.jpg', 'porch.jpg', 'drip.jpg', 'manager.jpg', 'spasm.jpg', 'feed.jpg', 'bald.jpg']"
137,33OOO72IVI73NO3VCNRGFV0FVFLCT9,A382S0KJMW3K9S,3QI9WAYOGQXB6NJLNU4LU6GRDW8S6I,Submitted,2022-05-24 02:04:20+03:00,random_10_12_candidates_1907,"['pilot.jpg', 'manager.jpg', 'bald.jpg']","['mill.jpg', 'porch.jpg']",50,0,male,building,"['pilot.jpg', 'currency.jpg', 'mill.jpg', 'bridge.jpg', 'tear.jpg', 'boa.jpg', 'porch.jpg', 'drip.jpg', 'manager.jpg', 'spasm.jpg', 'feed.jpg', 'bald.jpg']"
138,30OG32W0SVXKP9IPBIBZWKUQR3ONEC,A1HKYY6XI2OHO1,32ZCLEW0BZ6QHQI0FWUG85GLCILPJ5,Submitted,2022-05-23 05:54:02+03:00,random_10_12_candidates_1594,"['harem.jpg', 'children.jpg']","['nose.jpg', 'potion.jpg']",67,0,group,vapors,"['harem.jpg', 'children.jpg', 'shield.jpg', 'noodle.jpg', 'nose.jpg', 'tomato.jpg', 'toad.jpg', 'potion.jpg', 'broken.jpg', 'blink.jpg']"
139,3I2PTA7R3UG8E6NRNWEJY920GGRQKG,A2QX3YJXAAHHVV,32ZCLEW0BZ6QHQI0FWUG85GLCILPJ5,Submitted,2022-05-23 22:28:39+03:00,random_10_12_candidates_1594,"['toad.jpg', 'potion.jpg']","['toad.jpg', 'potion.jpg', 'broken.jpg']",67,100,witch,sorcery,"['harem.jpg', 'children.jpg', 'shield.jpg', 'noodle.jpg', 'nose.jpg', 'tomato.jpg', 'toad.jpg', 'potion.jpg', 'broken.jpg', 'blink.jpg']"
140,3STRJBFXOXDL6MFJ408E3EDN0OVTK4,A3RTW9UWYKSNWX,32ZCLEW0BZ6QHQI0FWUG85GLCILPJ5,Submitted,2022-05-24 02:21:05+03:00,random_10_12_candidates_1594,"['harem.jpg', 'children.jpg']","['tomato.jpg', 'broken.jpg']",67,67,reunion,bleed,"['harem.jpg', 'children.jpg', 'shield.jpg', 'noodle.jpg', 'nose.jpg', 'tomato.jpg', 'toad.jpg', 'potion.jpg', 'broken.jpg', 'blink.jpg']"
141,354GIDR5ZCSIDNBO25AM0JW9P9Y00N,A3RTW9UWYKSNWX,3RDTX9JRTYNC581RXY9MJPBXGJ497O,Submitted,2022-05-23 04:13:20+03:00,random_10_12_candidates_727,"['beef.jpg', 'coffin.jpg']","['cherry.jpg', 'whisper.jpg']",67,0,log,pair,"['beef.jpg', 'cherry.jpg', 'jail.jpg', 'coffin.jpg', 'stage.jpg', 'switch.jpg', 'giant.jpg', 'tribe.jpg', 'whisper.jpg', 'bride.jpg']"
142,34QN5IT0T0D0VCGRX9N1TY2R87A80I,A382S0KJMW3K9S,3RDTX9JRTYNC581RXY9MJPBXGJ497O,Submitted,2022-05-23 04:14:25+03:00,random_10_12_candidates_727,"['whisper.jpg', 'bride.jpg']","['tribe.jpg', 'whisper.jpg', 'bride.jpg']",67,50,female,hair,"['beef.jpg', 'cherry.jpg', 'jail.jpg', 'coffin.jpg', 'stage.jpg', 'switch.jpg', 'giant.jpg', 'tribe.jpg', 'whisper.jpg', 'bride.jpg']"
143,3EA3QWIZ4JHU0RPV4XN2QYYA8FLITN,A1HKYY6XI2OHO1,3RDTX9JRTYNC581RXY9MJPBXGJ497O,Submitted,2022-05-23 06:40:54+03:00,random_10_12_candidates_727,"['jail.jpg', 'coffin.jpg']","['jail.jpg', 'whisper.jpg']",67,67,buried,backstab,"['beef.jpg', 'cherry.jpg', 'jail.jpg', 'coffin.jpg', 'stage.jpg', 'switch.jpg', 'giant.jpg', 'tribe.jpg', 'whisper.jpg', 'bride.jpg']"
144,374TNBHA8CH3YBC8RBFA7HHBEQ6YQF,A377LTGWJKY2IW,3TC2K6WK9GO552LBMUMDN2ZELX028C,Submitted,2022-05-23 02:00:09+03:00,random_10_12_candidates_10,"['panama.jpg', 'china.jpg', 'castle.jpg']","['athlete.jpg', 'urn.jpg', 'coal.jpg']",50,80,metropolis,hot,"['pumpkin.jpg', 'cooler.jpg', 'panama.jpg', 'spoon.jpg', 'china.jpg', 'crab.jpg', 'oats.jpg', 'castle.jpg', 'athlete.jpg', 'urn.jpg', 'coal.jpg', 'kitten.jpg']"
145,3OLF68YTNAN5B4OWXPQ0SWVQ4XVFAT,A382S0KJMW3K9S,3TC2K6WK9GO552LBMUMDN2ZELX028C,Submitted,2022-05-23 02:17:39+03:00,random_10_12_candidates_10,"['china.jpg', 'urn.jpg']","['china.jpg', 'athlete.jpg']",67,100,death,human,"['pumpkin.jpg', 'cooler.jpg', 'panama.jpg', 'spoon.jpg', 'china.jpg', 'crab.jpg', 'oats.jpg', 'castle.jpg', 'athlete.jpg', 'urn.jpg', 'coal.jpg', 'kitten.jpg']"
146,3EICBYG645I99L7Q0TDCDPD6X7YJC3,A1HKYY6XI2OHO1,3TC2K6WK9GO552LBMUMDN2ZELX028C,Submitted,2022-05-23 02:39:57+03:00,random_10_12_candidates_10,"['urn.jpg', 'kitten.jpg']","['panama.jpg', 'castle.jpg']",67,100,pyramids,masonry,"['pumpkin.jpg', 'cooler.jpg', 'panama.jpg', 'spoon.jpg', 'china.jpg', 'crab.jpg', 'oats.jpg', 'castle.jpg', 'athlete.jpg', 'urn.jpg', 'coal.jpg', 'kitten.jpg']"
147,3G5F9DBFOQJ9HOI03A5WR4LG5M9VH8,A2QX3YJXAAHHVV,3UAU495MIIEHA6HTCVLFQ7K6JTNUOP,Submitted,2022-05-23 02:26:18+03:00,random_10_12_candidates_1612,"['parchment.jpg', 'park.jpg']","['secretary.jpg', 'wrestler.jpg']",67,0,medieval,confront,"['screwdriver.jpg', 'parchment.jpg', 'park.jpg', 'world.jpg', 'penicillin.jpg', 'secretary.jpg', 'upstairs.jpg', 'wrestler.jpg', 'museum.jpg', 'corridor.jpg', 'pond.jpg', 'pulp.jpg']"
148,3HVVDCPGTFEGQR408F95CMSYYYMTY7,A1HKYY6XI2OHO1,3UAU495MIIEHA6HTCVLFQ7K6JTNUOP,Submitted,2022-05-23 07:13:28+03:00,random_10_12_candidates_1612,"['penicillin.jpg', 'pulp.jpg']","['park.jpg', 'upstairs.jpg']",100,67,expired,upwards,"['screwdriver.jpg', 'parchment.jpg', 'park.jpg', 'world.jpg', 'penicillin.jpg', 'secretary.jpg', 'upstairs.jpg', 'wrestler.jpg', 'museum.jpg', 'corridor.jpg', 'pond.jpg', 'pulp.jpg']"
149,3RRCEFRB7NY0WYWZJMUDW3I5XRO4BA,A382S0KJMW3K9S,3UAU495MIIEHA6HTCVLFQ7K6JTNUOP,Submitted,2022-05-23 13:26:40+03:00,random_10_12_candidates_1612,"['wrestler.jpg', 'corridor.jpg']","['secretary.jpg', 'wrestler.jpg', 'corridor.jpg']",100,80,men,human,"['screwdriver.jpg', 'parchment.jpg', 'park.jpg', 'world.jpg', 'penicillin.jpg', 'secretary.jpg', 'upstairs.jpg', 'wrestler.jpg', 'museum.jpg', 'corridor.jpg', 'pond.jpg', 'pulp.jpg']"
150,3X87C8JFV7X62P0ZS5NLPVTAX5ASQV,A377LTGWJKY2IW,3LN3BXKGC0H6AXP0JCN83MW1DN7WG3,Submitted,2022-05-23 01:58:10+03:00,random_10_12_candidates_1255,"['fireplace.jpg', 'restaurant.jpg', 'landscape.jpg']","['nose.jpg', 'parmesan.jpg']",50,67,warmth,stinky,"['fireplace.jpg', 'restaurant.jpg', 'tank.jpg', 'nose.jpg', 'candy.jpg', 'morse code.jpg', 'whistle.jpg', 'landscape.jpg', 'men.jpg', 'parmesan.jpg']"
151,31LM9EDVOMES0P4HPJMQT07IWBBJNK,A2QX3YJXAAHHVV,3LN3BXKGC0H6AXP0JCN83MW1DN7WG3,Submitted,2022-05-23 02:14:33+03:00,random_10_12_candidates_1255,"['fireplace.jpg', 'landscape.jpg']","['fireplace.jpg', 'restaurant.jpg']",67,0,peaceful,cozy,"['fireplace.jpg', 'restaurant.jpg', 'tank.jpg', 'nose.jpg', 'candy.jpg', 'morse code.jpg', 'whistle.jpg', 'landscape.jpg', 'men.jpg', 'parmesan.jpg']"
152,3NG53N1RLW53JTKBEU2R8Z3ZGGUP8G,A1HKYY6XI2OHO1,3LN3BXKGC0H6AXP0JCN83MW1DN7WG3,Submitted,2022-05-23 06:36:24+03:00,random_10_12_candidates_1255,"['morse code.jpg', 'men.jpg']","['whistle.jpg', 'parmesan.jpg']",67,67,spy,cylindrical,"['fireplace.jpg', 'restaurant.jpg', 'tank.jpg', 'nose.jpg', 'candy.jpg', 'morse code.jpg', 'whistle.jpg', 'landscape.jpg', 'men.jpg', 'parmesan.jpg']"
